id,title,detected_microskills,detected_categories,detected_evidence,detected_microskills_count
530,WAREHOUSE MANAGER,"[""Παρακολούθηση και έλεγχος επαγγελματικής αλληλογραφίας"", ""Παρακολούθηση και έλεγχος αιτημάτων και παραπόνων πελατών"", ""Παρακολούθηση και έλεγχος τεχνικών ζητημάτων"", ""Παρακολούθηση και έλεγχος δεδομένων σε υπολογιστικά φύλλα"", ""Παρακολούθηση και έλεγχος αναφορών προόδου"", ""Παρακολούθηση και έλεγχος πρακτικών συναντήσεων""]","[""Επαγγελματική Επικοινωνία"", ""Εξυπηρέτηση Πελατών"", ""Τεχνικές και Ψηφιακές Δεξιότητες"", ""Διαχείριση Δεδομένων και Πληροφορίας"", ""Διαχείριση Έργων""]","{""Παρακολούθηση και έλεγχος επαγγελματικής αλληλογραφίας"": {""score"": 2, ""keywords"": [""monitor control""], ""semantic_groups"": []}, ""Παρακολούθηση και έλεγχος αιτημάτων και παραπόνων πελατών"": {""score"": 2, ""keywords"": [""monitor control""], ""semantic_groups"": []}, ""Παρακολούθηση και έλεγχος τεχνικών ζητημάτων"": {""score"": 2, ""keywords"": [""monitor control""], ""semantic_groups"": []}, ""Παρακολούθηση και έλεγχος δεδομένων σε υπολογιστικά φύλλα"": {""score"": 2, ""keywords"": [""monitor control""], ""semantic_groups"": []}, ""Παρακολούθηση και έλεγχος αναφορών προόδου"": {""score"": 2, ""keywords"": [""monitor control""], ""semantic_groups"": []}, ""Παρακολούθηση και έλεγχος πρακτικών συναντήσεων"": {""score"": 2, ""keywords"": [""monitor control""], ""semantic_groups"": []}}",6
537,HR& Payroll Officer,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}}",2
582,Building Facilities Manager,[],[],{},0
623,Rewards & Organizational Effectiveness Expert,"[""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""identify + need""]}}",1
633,HR Generalist,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση προσοχής και συγκέντρωσης""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 9, ""keywords"": [""written verbal communication"", ""effective communication"", ""excellent communication"", ""verbal communication""], ""semantic_groups"": [""communication + client""]}, ""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}}",2
676,Senior Talent Acquisition Associate,"[""Διαχείριση χρόνου"", ""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""communication + customer"", ""communication + stakeholder""]}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",3
720,Sales Supervisor Organized/Non-organized Trade,"[""Σαφής και συνοπτική επικοινωνία"", ""Αποτελεσματική αναζήτηση στο διαδίκτυο"", ""Διαχείριση χρόνου""]","[""Επαγγελματική Επικοινωνία"", ""Διαχείριση Δεδομένων και Πληροφορίας"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}, ""Αποτελεσματική αναζήτηση στο διαδίκτυο"": {""score"": 2, ""keywords"": [""market research""], ""semantic_groups"": []}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",3
745,Human Resources Generalist,[],[],{},0
794,Hr  Generalist,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση προσοχής και συγκέντρωσης"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 6, ""keywords"": [""written verbal communication"", ""effective communication"", ""verbal communication""], ""semantic_groups"": []}, ""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""maintain + database"", ""update + record""]}}",3
805,Hotel Human Resources Manager - Oia Santorini,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer""]}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""identify + need""]}}",2
877,Customer Service Agent,"[""Σαφής και συνοπτική επικοινωνία"", ""Σύνταξη επαγγελματικών email""]","[""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 5, ""keywords"": [""oral written communication"", ""written communication""], ""semantic_groups"": [""communication + customer""]}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}}",2
886,Account Executive VoIP Telephony,"[""Ενεργητική ακρόαση"", ""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Ενεργητική ακρόαση"": {""score"": 4, ""keywords"": [""understand customer need""], ""semantic_groups"": [""understand + need"", ""identify + need""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}}",2
902,HR Systems Specialist,"[""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}}",1
950,Graphic Design Manager,"[""Διαχείριση χρόνου"", ""Σαφής και συνοπτική επικοινωνία""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",2
1014,Liquid Fuel Tanker Driver - Heraklion Crete,[],[],{},0
1139,"Full Stack Engineer (React.js, Java)","[""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",1
1362,Content Manager (CMS),"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση προσοχής και συγκέντρωσης"", ""Αποτελεσματική χρήση GPT"", ""Ενεργητική ακρόαση"", ""Διαχείριση χρόνου""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer"", ""communication + stakeholder""]}, ""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 2, ""keywords"": [""detail orient""], ""semantic_groups"": []}, ""Αποτελεσματική χρήση GPT"": {""score"": 1, ""keywords"": [""chatgpt""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}, ""Διαχείριση χρόνου"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""meet + deadlin""]}}",5
1561,Software Engineer,"[""Σαφής και συνοπτική επικοινωνία"", ""Σύνταξη επαγγελματικών email"", ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών""]","[""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""verbal written communication"", ""written communication""], ""semantic_groups"": []}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}, ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""streamline + process""]}}",3
1906,Senior Application Security Engineer,"[""Ενεργητική ακρόαση"", ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών""]","[""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Ενεργητική ακρόαση"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""understand + need"", ""identify + need""]}, ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""automation + workflow""]}}",2
2333,Software Engineers (S/W Engineers / SE-2),[],[],{},0
2512,PHP DEVELOPER,[],[],{},0
3375,Senior Full Stack Engineer,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}}",1
4176,(Senior) Software Engineer,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer"", ""communication + stakeholder""]}}",1
